DATE,TIME,DT,2DT,4DT,LON,CLASS,CPA,W,S,End Freq,F10.7obs,BURST TYPE,EVENT TYPE
1996/5/15,5:45,49,49,0,11.0059453,,293.0108565,275.6763285,1151.432854,0.5,164.7037844,2,0
1997/1/20,8:56,6,6,0,11.0059453,,281,72,175,12,76.8,2,0
1997/4/1,14:00,15,15,0,-16,-3.886056648,74,79,312,4,76.3,2,0
1997/4/7,14:30,180,180,0,-19,-4.167491087,360,360,878,1,76.8,2,0
1997/5/12,5:15,3525,3525,0,8,-4.886056648,360,360,464,0.08,72.2,2,0
1997/5/21,20:20,100,100,0,12,-3.886056648,263,165,296,0.5,84.8,2,0
1997/9/23,21:53,23,23,0,-25,-4.853871964,133,155,712,2,91.7,2,0
1997/11/3,5:15,405,405,0,13,-4.065501549,240,109,227,0.25,109.8,2,0
1997/11/3,10:30,60,60,0,21,-3.37675071,233,122,352,5,109.8,2,0
1997/11/4,6:00,1350,1350,0,33,-2.677780705,360,360,785,0.1,117.9,2,0
1997/11/4,6:40,280,280,0,33,-2.677780705,360,360,785,0.1,75.4,2,1
1997/11/6,12:20,1210,1210,0,63,-2.026872146,360,360,1556,0.0001,105.3,2,0
1997/11/6,12:29,25,0,25,63,-2.026872146,360,360,1556,0.0042,105.3,4,0
1997/11/6,12:30,865,865,30,63,-2.026872146,360,360,1556,0.1,74.5,2+4,1
1997/11/27,13:30,30,30,0,-63,-2.585026652,98,91,441,0.007,111.1,2,0
1997/12/12,22:45,35,35,0,52,-5.026872146,278,73,191,0.008,92.5,2,0
1997/12/12,22:44,20,0,20,52,-5.026872146,293.0108565,275.6763285,1151.432854,0.0054,92.5,4,0
1998/1/25,15:03,15,15,0,-25,-4.958607315,360,360,693,0.01,108.3,2,0
1998/3/29,3:40,12,12,0,11.0059453,,360,360,1397,0.007,100.3,2,0
1998/4/20,10:25,2615,2615,0,90,-3.853871964,284,165,1863,0.000035,97.7,2,0
1998/4/20,11:15,1495,1495,0,90,-3.853871964,284,243,1863,0.035,76.8,2,1
1998/4/20,14:00,1325,1325,0,90,-3.853871964,284,243,1863,0.0001,97.7,2,1
1998/4/23,6:00,570,570,0,-90,-2.920818754,360,360,1691,0.0002,90.2,2,0
1998/4/24,9:17,8,8,0,-90,-4.050609993,100,84,1184,0.0026,90.6,2,0
1998/4/27,9:20,40,40,0,-50,-3,360,360,1385,0.001,91.4,2,0
1998/4/29,16:30,30,30,0,-20,-3.167491087,360,360,1374,0.002,100.5,2,0
1998/4/29,17:00,83,0,83,-20,-3.167491087,360,360,1374,0.0081,100.5,4,0
1998/5/1,23:15,55,0,55,5,,120,360,585,0.0108,113.4,4,0
1998/5/2,14:25,25,25,0,15,,360,360,938,0.003,117,2,0
1998/5/2,5:31,90,0,90,7,-2.958607315,360,360,542,0.0072,117,4,0
1998/5/2,14:06,107,0,107,15,-2.958607315,360,360,938,0.0063,117,4,0
1998/5/2,14:00,170,170,100,15,-2.958607315,360,360,938,3,74.6,2+4,1
1998/5/2,14:20,150,150,130,15,-2.958607315,360,360,938,0.0001,117,2+4,1
1998/5/3,22:02,138,0,138,34,,317,194,649,0.0067,117.4,4,0
1998/5/6,8:23,12,12,0,65,-2.568636236,309,190,1099,0.005,130.1,2,0
1998/5/6,8:25,80,80,0,65,-2.568636236,309,190,1099,3,80.7,2,1
1998/5/6,8:45,60,60,0,65,-2.568636236,328,190,1099,0.0001,113.4,2,1
1998/5/9,3:35,385,385,0,89,-3.113509275,262,178,2331,0.0004,110.7,2,0
1998/5/9,6:20,1005,1005,0,89,-3.113509275,262,178,2331,0.4,75.7,2,1
1998/5/11,21:40,20,20,0,90,-5.180456064,208,301,830,0.001,108,2,0
1998/5/19,10:00,90,90,0,43,-5.244125144,268,139,801,0.003,99.2,2,0
1998/5/27,13:30,50,50,0,62,-4.124938737,175,268,878,0.001,94,2,0
1998/6/11,10:15,5,5,0,-86,-3.853871964,123,177,1223,0.004,112.4,2,0
1998/6/16,18:20,1600,1600,0,90,-4,341,281,1484,0.00005,104,2,0
1998/6/20,19:39,21,21,0,11.0059453,,360,360,964,0.0018,101.1,2,0
1998/6/22,7:15,125,125,0,46,-4.537602002,265,59,206,0.002,100.5,2,0
1998/7/8,1:30,30,30,0,11.0059453,,293.0108565,275.6763285,1151.432854,0.006,112.4,2,0
1998/8/18,23:00,40,40,0,-87,-2.30980392,293.0108565,275.6763285,1151.432854,0.002,132.6,2,0
1998/8/24,22:05,1935,1935,0,-9,-3,293.0108565,275.6763285,1151.432854,0.00003,121.2,2,0
1998/8/24,23:10,2145,2145,0,-9,-3,310.7073171,328.4891304,1530.568306,0.03,72.9,2,1
1998/8/31,15:37,48,48,0,69,-3.823908741,293.0108565,275.6763285,1151.432854,0.0015,178.5,2,0
1998/9/20,4:00,45,45,0,11.0059453,-3.744727495,293.0108565,275.6763285,1151.432854,0.002,132.1,2,0
1998/9/20,8:50,40,40,0,11.0059453,,293.0108565,275.6763285,1151.432854,0.0015,132.1,2,0
1998/9/23,7:20,2400,2400,0,-9,-3.148741651,293.0108565,275.6763285,1151.432854,0.00003,143.2,2,0
1998/9/23,14:20,2110,2110,0,-9,-3.148741651,310.7073171,328.4891304,1530.568306,0.02,74.6,2,1
1998/9/30,13:20,2500,2500,0,11.0059453,,293.0108565,275.6763285,1151.432854,0.00005,121.5,2,0
1998/9/30,14:20,605,605,0,81,-3.552841969,310.7073171,328.4891304,1530.568306,0.05,74.1,2,1
1998/9/30,15:20,545,545,0,81,,,,,0.0002,121.5,2,1
1998/11/2,14:00,40,40,0,-44,-4.356547324,116,169,661,0.004,126.1,2,0
1998/11/5,22:00,2040,2040,0,18,-3.075720714,360,360,1118,0.00005,152.7,2,0
1998/11/6,3:00,150,150,0,8,,159,160,405,0.001,140.9,2,0
1998/11/7,0:20,30,30,0,11.0059453,,296,19,381,0.006,148.5,2,0
1998/11/7,22:25,260,260,0,36.23157895,-3.168683297,310.7073171,328.4891304,1530.568306,0.85868323,74,2,1
1998/11/8,11:20,10,10,0,37,-4.229147988,264,196,559,0.008,152.7,2,0
1998/11/8,2:45,15,15,0,,,123,,,0.02,152.7,2,1
1998/11/14,6:30,375,375,0,90,-4.886056648,310.7073171,328.4891304,1530.568306,0.85868323,74.1,2,1
1998/11/14,8:10,270,270,0,90,,,,,0.018,126.5,2,1
1998/12/18,17:50,25,25,0,-64,-3.096910013,360,360,1749,0.005,154.7,2,0
1999/1/11,22:03,10,10,0,11.0059453,-4.886056648,293.0108565,275.6763285,1151.432854,0.0032,111.9,2,0
1999/1/20,19:18,28,28,0,11.0059453,-3.283996656,293.0108565,275.6763285,1151.432854,0.002,238.8,2,0
1999/1/20,22:50,3663,3663,0,-90,-3.283996656,310.7073171,328.4891304,1530.568306,2,74.3,2,1
1999/4/24,13:50,610,610,0,90,,360,360,1495,0.0001,100.9,2,0
1999/4/24,15:30,565,565,0,90,-3.168683297,310.7073171,360,1495,0.1,74.1,2,1
1999/5/3,5:50,175,175,0,-32,-3.356547324,360,360,1584,0.0002,127.1,2,0
1999/5/4,3:00,2455,2455,0,-32,-3.356547324,280,360,1584,0.2,75.7,2,1
1999/5/5,18:20,95,95,0,32,-3.356547324,85,360,1584,0.0002,140.9,2,1
1999/5/27,10:55,1385,1385,0,90,,360,360,1691,0.00007,155.2,2,0
1999/5/27,11:06,54,0,54,90,,360,360,1691,0.008,155.2,4,0
1999/6/1,18:50,850,850,0,90,,360,360,1772,0.0004,176.2,2,0
1999/6/1,21:00,790,790,0,90,-3.168683297,310.7073171,360,1772,0.4,71.5,2,1
1999/6/4,7:05,1075,1075,0,69,-3.408935393,289,150,2230,0.00006,170.9,2,0
1999/6/4,8:30,145,145,0,69,-3.408935393,289,150,2230,0.06,70.6,2,1
1999/6/4,9:25,90,90,0,69,-3.408935393,268,150,2230,0.0002,170.9,2,1
1999/6/11,11:45,315,315,0,-97,-4.055517328,35,181,1569,0.0004,164.7,2,0
1999/6/11,11:43,47,0,47,11.0059453,-4.055517328,35,181,1569,0.0072,164.7,4,0
1999/6/22,18:25,15,15,0,-37,-3.769551079,360,360,1133,0.002,161.6,2,0
1999/6/23,5:50,80,80,0,90,,264,154,450,0.002,167.5,2,0
1999/6/23,7:07,7,7,0,-42,-3.769551079,360,360,1006,0.002,167.5,2,0
1999/6/28,21:03,7,7,0,44,-4.455931956,336,184,903,0.0015,196.6,2,0
1999/6/29,19:20,35,35,0,-1,-3.795880017,360,360,560,0.002,191.3,2,0
1999/7/5,3:10,55,55,0,90,-4.119186408,284,190,670,0.001,174.2,2,0
1999/8/28,18:25,8,8,0,14,-2.958607315,120,245,462,0.012,248.4,2,0
1999/9/3,3:00,70,70,0,24,-4.677780705,184,175,512,0.001,139.3,2,0
1999/9/10,7:30,5,5,0,90,,18,125,1467,0.002,122,2,0
1999/10/14,9:10,50,50,0,-32,-2.744727495,360,360,1250,0.004,199.8,2,0
1999/10/17,23:27,6,6,0,-38,,40,87,247,0.01,178,2,0
1999/11/16,3:27,21,21,0,-38,-3.420216403,81,98,636,0.004,233.4,2,0
1999/11/16,5:17,17,17,0,39,-3.744727495,285,129,712,0.007,233.4,2,0
2000/1/18,17:31,269,269,0,-11,-3.408935393,360,360,739,0.0005,194.6,2,0
2000/1/28,20:20,4,4,0,17,-4.327902142,360,360,1177,0.0011,152,2,0
2000/2/5,19:34,4,4,0,-52,-2.920818754,60,76,632,0.0029,167.8,2,0
2000/2/8,9:05,3915,3915,0,-26,-3.886056648,360,360,1079,0.00002,173.6,2,0
2000/2/10,1:55,5,5,0,-4,-4.13667714,360,360,944,0.008,175.7,2,0
2000/2/12,3:55,325,325,0,23,-3.769551079,360,360,1107,0.0004,163.2,2,0
2000/2/17,20:42,1530,1530,0,-7,-3.886056648,360,360,728,0.0001,168.4,2,0
2000/2/18,9:38,16,16,0,90,-4.958607315,286,118,890,0.0012,141.1,2,0
2000/2/18,10:05,130,130,0,90,-3.168683297,286,118,890,1.2,75,2,1
2000/3/2,13:50,13,13,0,58,-3.187086643,235,76,835,0.006,213.2,2,0
2000/3/7,16:24,24,24,0,-77,-3.920818754,120,108,644,0.0045,221.8,2,0
2000/3/20,2:57,85,0,85,-35,,293.0108565,275.6763285,1151.432854,0.0056,210.3,4,0
2000/3/27,6:56,2,2,0,-90,-4.638272164,129,90,487,0.01,204.9,2,0
2000/4/4,15:45,15,15,0,66,-4.013228266,360,360,1188,0.009,206.7,2,0
2000/4/4,17:00,1050,1050,0,66,-4.013228266,360,360,1188,9,70.7,2,1
2000/4/9,23:15,30,30,0,1,-3.508638306,360,360,409,0.001,176.3,2,0
2000/4/18,15:00,60,60,0,26,,195,105,668,0.006,160.4,2,0
2000/5/4,11:10,110,110,0,87,-3.167491087,235,170,1404,0.001,134.5,2,0
2000/5/5,16:35,55,55,0,87,-3.823908741,360,360,1594,0.0025,129.8,2,0
2000/5/7,21:15,165,165,0,90,,360,360,1781,0.0005,130.9,2,0
2000/5/12,23:34,8,8,0,0,,360,360,2604,0.007,190.4,2,0
2000/5/15,16:47,1273,1273,0,67,-4.107905397,257,165,1212,0.00004,244.4,2,0
2000/5/22,17:00,17,0,17,38,,360,360,980,0.0094,214.9,4,0
2000/6/2,22:00,15,15,0,-60,-3.119186408,69,104,547,0.008,187.2,2,0
2000/6/6,15:20,2500,2500,0,-18,-2.638272164,360,360,1119,0.00004,186.4,2,0
2000/6/6,8:54,44,0,44,-71,-2.638272164,112,113,1151.432854,0.0062,186.4,4,0
2000/6/6,22:20,1400,1400,1512,-18,-2.638272164,354,360,1119,0.04,71.1,2+4,1
2000/6/10,17:15,90,90,0,38,-3.283996656,360,360,1108,0.001,179.6,2,0
2000/6/10,17:40,185,185,0,38,-3.283996656,360,360,1108,1,72.1,2,1
2000/6/10,18:05,160,160,0,38,-3.283996656,360,360,1108,0.00002,179.6,2,1
2000/6/15,19:52,4,4,0,65,-3.744727495,298,116,1081,0.0025,202.4,2,0
2000/6/17,3:00,75,75,0,72,-3.455931956,298,133,857,0.001,193.1,2,0
2000/6/23,14:40,25,25,0,72,-3.522878745,282,198,847,0.002,175.2,2,0
2000/6/25,8:10,50,50,0,55,-3.721246399,262,165,1617,0.0025,175.1,2,0
2000/7/10,22:00,90,90,0,-49,-3.244125144,67,289,1352,0.001,244.5,2,0
2000/7/10,1:42,120,0,120,26,-3.244125144,360,360,649,0.0074,244.5,4,0
2000/7/11,13:00,30,30,0,-27,-3,360,360,1078,0.001,241.6,2,0
2000/7/12,20:05,30,30,0,61,-3.823908741,281,101,820,0.001,314.6,2,0
2000/7/14,10:30,1680,1680,0,7,-2.244125144,360,360,1674,0.00008,203.9,2,0
2000/7/14,10:35,1435,1435,0,7,-2.244125144,360,360,1674,0.08,72.8,2,1
2000/7/14,10:45,1545,1545,0,7,-2.244125144,360,360,1674,0.0001,203.9,2,1
2000/7/22,11:45,60,60,0,56,-3.431798276,259,229,1230,0.002,251,2,0
2000/7/22,12:25,1540,1540,0,56,-3.431798276,259,105,1230,2,79.1,2,1
2000/7/22,13:20,45,45,0,56,-3.431798276,356,105,1230,0.00015,251,2,1
2000/7/28,1:45,215,215,0,36.23157895,-3.168683297,310.7073171,360,905,0.85868323,76.2,2,1
2000/8/11,11:35,24,24,0,90,,273,70,1071,0.002,187.3,2,0
2000/8/11,14:30,145,145,0,36.23157895,-3.168683297,310.7073171,328.4891304,1530.568306,0.85868323,76.9,2,1
2000/9/12,12:00,1460,1460,0,6,,360,360,1550,0.00006,132.6,2,0
2000/9/12,18:15,45,45,0,-90,,360,360,1053,0.001,132.6,2,0
2000/9/12,13:50,710,710,0,6,-4,360,360,1550,0.06,79.9,2,1
2000/9/12,15:55,705,705,0,6,-4,360,360,1550,0.0001,132.6,2,1
2000/9/16,4:30,360,360,0,7,-3.229147988,360,360,1215,0.0004,174.6,2,0
2000/9/19,8:45,95,95,0,46,-3.292429824,283,76,766,0.0015,207.1,2,0
2000/9/25,2:20,40,40,0,18,-3.744727495,360,360,587,0.001,225.6,2,0
2000/10/16,7:10,50,50,0,90,-3.602059991,360,360,1336,0.001,160.9,2,0
2000/10/16,8:10,630,630,0,90,-3.602059991,360,360,1336,1,76.9,2,1
2000/10/16,11:25,435,435,0,90,-3.602059991,360,360,1336,0.0001,160.9,2,1
2000/10/25,9:30,870,870,0,63,-4.397940009,360,360,770,0.0003,164,2,0
2000/10/25,13:35,845,845,0,63,-4.397940009,360,360,770,0.3,73.9,2,1
2000/10/29,15:43,17,0,17,-18,,360,90,1119,0.0074,187.1,4,0
2000/11/3,18:35,10,10,0,2,-4.494850022,360,360,291,0.0025,198.8,2,0
2000/11/8,23:20,760,760,0,77,-3.13076828,271,170,1738,0.0002,172.8,2,0
2000/11/8,23:35,44520,44520,0,77,-3.13076828,271,170,1738,0.2,73.1,2,1
2000/11/8,23:50,965,965,0,77,-3.13076828,271,170,1738,0.0001,172.8,2,1
2000/11/9,16:15,2145,2145,0,-10,-4,293.0108565,275.6763285,1151.432854,0.00004,166.2,2,0
2000/11/12,14:25,15,15,0,-5,-4.356547324,257,50,581,0.002,146.6,2,0
2000/11/23,8:16,19,19,0,40,-4.26760624,360,360,492,0.009,205.3,2,0
2000/11/23,21:00,6,6,0,-60,-4.102372909,124,148,1198,0.003,205.3,2,0
2000/11/24,5:10,590,590,0,5,-2.698970004,360,360,1289,0.0001,197.1,2,0
2000/11/24,15:25,395,395,0,7,-2.638272164,360,360,1245,0.0002,197.1,2,0
2000/11/24,22:24,12,12,0,14,-2.744727495,360,360,1005,0.003,197.1,2,0
2000/11/24,15:15,365,365,0,7,-2.638272164,360,360,1245,0.2,72.1,2,1
2000/11/24,15:25,1181.871658,1181.871658,0,7,-3.168683297,360,360,1245,0.85868323,72.1,2,1
2000/11/24,22:24,1181.871658,1181.871658,0,14,-3.168683297,360,360,1005,0.85868323,72.1,2,1
2000/11/24,15:20,3190,3190,0,7,-2.638272164,360,360,1245,0.0002,19701,2,1
2000/11/25,1:25,60,60,0,-50,-3.086186148,360,360,2519,0.003,282.1,2,0
2000/11/25,19:00,35,35,0,23,-2.721246399,360,360,671,0.002,282.1,2,0
2000/11/25,19:55,30,30,0,27,,345,59,388,0.004,282.1,2,0
2000/11/26,17:00,15,15,0,38,-2.397940009,360,360,980,0.007,202.4,2,0
2000/11/26,17:00,17,0,17,38,-2.397940009,360,360,980,0.0094,202.4,4,0
2000/11/26,17:00,1181.871658,1181.871658,1100,38,-3.168683297,360,360,980,0.85868323,71.8,2+4,1
2000/11/26,1:00,1170,1170,1250,36.23157895,-3.168683297,310.7073171,328.4891304,1530.568306,0.85868323,71.8,2+4,1
2000/12/28,12:40,58,58,0,11.0059453,,360,360,930,0.0019,185.4,2,0
