DATE,TIME,DT,2DT,4DT,LON,CLASS,CPA,W,S,End Freq,F10.7obs,BURST TYPE,EVENT TYPE
2012/3/10,17:55,3,3,0,26,-3.075720714,360,360,1296,0,140.7,3,0
2012/3/12,20:05,2664,2664,0,,,334,,,0,114.9,2,1
2012/3/13,17:35,385,385,0,66,-3.102372909,360,360,1884,0.0002,140.7,2,0
2012/3/13,23:30,0,0,0,-124,-3.102372909,360,360,1390,0.0146,140.7,4,0
2012/3/13,18:05,160,160,156,66,-3.292429824,360,360,1884,0.2,127.5,2+3+4,1
2012/3/13,18:10,155,155,187,66,-3.102372909,360,360,1884,0.000001,140.7,2+3+4,1
2012/3/13,18:45,3600,3600,495,,,334,,,0,114.9,2+3+4,1
2012/3/13,17:35,6.4,6.4,0,59,-3.102372909,360,360,1884,0,140.7,2,0
2012/3/13,17:35,34,34,0,59,-3.102372909,360,360,1884,0,102,3,0
2012/3/18,0:20,60,60,0,116,,360,360,1210,0.0002,102,2,0
2012/3/18,11:20,50,0,50,-61,,360,360,1306,0.0083,102,4,0
2012/3/18,0:20,1,1,0,25,-3.886056648,360,360,1210,0,102,2,0
2012/3/18,0:20,1,1,0,25,-3.886056648,360,360,1210,0,99.9,3,0
2012/3/21,7:30,0.5,0.5,0,77,-5.022276395,360,360,1178,0,99.9,2,0
2012/3/21,7:30,4,4,0,77,-5.022276395,360,360,1178,0,102.7,3,0
2012/3/24,0:40,600,600,0,-164,,360,360,1152,0.0003,102.7,2,0
2012/3/24,4:10,110,0,110,-52,,360,360,1531,0.0073,102.7,4,0
2012/3/24,0:40,10,10,0,-80,-6,360,360,1152,0,102.7,2,0
2012/3/24,0:40,28,28,0,-80,-6,85,165,1152,0,101.3,3,0
2012/3/25,4:50,0.8,0.8,0,-52,-4.602059991,85,165,778,0,101.3,2,0
2012/3/25,4:50,4,4,0,-52,-4.602059991,360,360,778,0,102.4,3,0
2012/3/26,23:15,40,40,0,-124,,360,360,1390,0.0015,102.4,2,0
2012/3/26,4:20,131,0,131,3,,360,360,950,0.0088,102.4,4,0
2012/3/26,23:15,0.7,0.7,0,,,360,360,1390,0,102.4,2,0
2012/3/26,23:15,6,6,0,,,80,7,1390,0,105.6,3,0
2012/3/27,21:45,45,45,0,100,,261,101,622,0.0015,105.6,2,0
2012/3/27,21:45,0.8,0.8,0,10,-6,60,126,723,0,107,2,0
2012/3/28,0:45,0.8,0.8,0,26,-5.102372909,273,114,664,0,98.5,2,0
2012/4/7,19:00,7.5,7.5,0,23,-4.619788758,273,114,452,0,98.5,2,0
2012/4/7,19:00,3,3,0,23,-4.619788758,360,360,452,0,94.5,3,0
2012/4/9,12:20,40,40,0,65,-4.408935393,360,360,921,0.005,94.5,2,0
2012/4/9,12:20,0.7,0.7,0,73,-4.408935393,360,360,921,0,94.5,2,0
2012/4/9,12:20,1,1,0,73,-4.408935393,79,173,921,0,101.7,3,0
2012/4/15,2:30,20,20,0,-90,-4.769551079,79,173,1220,0.004,101.7,2,0
2012/4/15,2:30,0.3,0.3,0,,-4.769551079,79,173,1220,0,101.7,2,0
2012/4/15,2:30,3,3,0,,-4.769551079,102,11,1220,0,113.8,3,0
2012/4/17,2:00,7,7,0,,,102,11,533,0,121.5,2,0
2012/4/18,10:25,8.3,8.3,0,18,-5.050609993,65,96,448,0,117.9,2,0
2012/4/27,16:10,1,1,0,-38,-4.698970004,65,96,681,0,117.9,2,0
2012/4/27,16:10,1,1,0,-38,-4.698970004,,,681,0,117.3,3,0
2012/5/6,2:55,3.1,3.1,0,90,-4.823908741,360,360,,0,136.3,2,0
2012/5/17,1:40,280,280,0,76,-3.292429824,360,360,1582,0.0003,136.3,2,0
2012/5/17,2:20,60,0,60,76,-3.292429824,252,54,1582,0.0127,136.3,4,0
2012/5/17,1:55,155,0,155,76,-3.168683297,360,360,1582,0.3,129.6,2+3+4,1
2012/5/17,2:10,140,0,140,76,-3.292429824,360,360,1582,0.02,136.3,2+3+4,1
2012/5/17,2:05,2203.2,0,2203.2,76,-3.292429824,360,360,1582,0.0003,136.3,2+3+4,1
2012/5/17,2:10,1670.4,0,1670.4,76,-3.292429824,360,360,1582,0.0003,136.3,2+3+4,1
2012/5/17,1:40,4.7,4.7,0,76,-3.292429824,360,360,1582,0,136.3,2,0
2012/5/17,1:40,2,2,0,76,-3.292429824,360,360,1582,0,110,3,0
2012/5/26,20:50,165,165,0,121,,360,360,1966,0.00028,110,2,0
2012/5/26,23:25,680,680,0,121,-3.721246399,360,360,1966,0.28,103.4,2+3,1
2012/5/26,20:50,2.5,2.5,0,,-5.200659451,360,360,1966,0,110,2,0
2012/5/26,20:50,13,13,0,,-5.200659451,248,79,1966,0,124.2,3,0
2012/5/27,5:35,310,310,0,121,,67,360,1966,0.025,110.7,2,1
2012/5/27,0:05,2001.6,2001.6,0,121,,360,,,0,110.7,2,1
2012/5/27,0:20,1425.6,1425.6,0,121,,360,,,0,110.7,2,1
2012/6/8,23:10,0.8,0.8,0,15,-6,248,79,673,0,124.2,2,0
2012/6/8,23:10,4,4,0,15,-6,351,12,673,0,128.3,3,0
2012/6/9,15:20,32.7,32.7,0,-74,-3.721246399,360,360,446,0,165.9,2,0
2012/6/14,23:25,2825,2825,0,-6,-2.958607315,194,360,987,0.85868323,105.4,2,1
2012/6/16,15:25,806.4,806.4,0,,,77,,,0,134.5,2,1
2012/7/2,8:50,38,0,38,-134,,360,360,1074,0.0123,165.9,4,0
2012/7/2,8:35,6.1,6.1,0,-1,-3.958607315,360,360,1074,0,165.9,2,0
2012/7/2,8:35,1,1,0,-1,-3.958607315,360,360,1074,0,163.2,3,0
2012/7/4,17:00,20,20,0,34,-3.744727495,360,360,662,0.008,163.2,2,0
2012/7/4,17:00,0.3,0.3,0,34,-3.744727495,360,360,662,0,163.2,2,0
2012/7/4,17:00,16,16,0,34,-3.744727495,220,94,662,0,164.6,3,0
2012/7/5,22:40,70,70,0,46,-3.795880017,220,94,980,0.0008,164.6,2,0
2012/7/5,22:40,1.2,1.2,0,46,-3.795880017,360,360,980,0,157.7,2,0
2012/7/6,23:10,270,270,0,59,-2.958607315,360,360,1828,0.0003,157.7,2,0
2012/7/6,23:10,4.5,4.5,0,51,-2.958607315,360,360,980,0,157.7,2,0
2012/7/6,23:10,20,20,0,51,-2.958607315,224,128,980,0,177.7,3,0
2012/7/7,0:05,460,460,0,59,-3.161150909,360,360,1828,0.3,144.2,2,1
2012/7/7,4:00,225,225,0,59,-2.958607315,278,360,1828,0.02,158.4,2,1
2012/7/7,2:25,4896,4896,0,59,-2.958607315,360,360,1828,0,158.4,2,1
2012/7/7,1:50,4766.4,4766.4,0,59,-2.958607315,360,360,1828,0,158.4,2,1
2012/7/8,16:35,325,325,0,74,-3.161150909,212,157,1495,0.0003,177.7,2,0
2012/7/8,18:10,500,500,0,74,-2.853871964,224,157,1497,0.3,140.6,2+3,1
2012/7/8,16:35,5.4,5.4,0,86,-3.161150909,224,128,1572,0,177.7,2,0
2012/7/8,16:35,38,38,0,86,-3.161150909,360,360,1572,0,165.4,3,0
2012/7/12,16:45,975,975,0,1,-2.853871964,360,360,885,0.00025,165.4,2,0
2012/7/12,17:25,300,300,0,1,-4.004364805,360,360,885,0.25,140.2,2+3,1
2012/7/12,18:35,230,230,0,1,-2.853871964,360,360,885,0.000003,165.4,2+3,1
2012/7/12,17:50,3772.8,3772.8,0,1,-2.853871964,360,360,885,0.00025,165.4,2+3,1
2012/7/12,19:25,3643.2,3643.2,0,1,-2.853871964,360,360,885,0.00025,165.4,2+3,1
2012/7/12,16:45,16.2,16.2,0,3,-2.853871964,360,360,1092,0,165.4,2,0
2012/7/12,16:45,8,8,0,3,-2.853871964,255,176,1092,0,127.5,3,0
2012/7/17,14:40,860,860,0,65,-4.004364805,255,176,958,0.00015,127.5,2,0
2012/7/17,15:30,870,870,0,65,-3.113509275,255,176,958,0.15,148.6,2+3,1
2012/7/17,17:15,765,765,0,65,-4.004364805,251,176,958,0.000001,127.5,2+3,1
2012/7/17,16:05,6926.4,6926.4,0,65,-4.004364805,251,176,958,0.00015,127.5,2+3,1
2012/7/17,15:55,6220.8,6220.8,0,65,-4.004364805,251,176,958,0.00015,127.5,2+3,1
2012/7/17,14:40,14.3,14.3,0,65,-3.769551079,255,176,958,0,127.5,2,0
2012/7/17,14:40,1,1,0,65,-3.769551079,360,360,958,0,109.5,3,0
2012/7/18,6:15,0.4,0.4,0,65,-4.522878745,360,360,873,0,109.5,2,0
2012/7/18,6:15,4,4,0,65,-4.522878745,360,360,873,0,100,3,0
2012/7/19,5:30,50,50,0,88,-3.113509275,360,360,1631,0.0006,100,2,0
2012/7/19,6:40,465,465,0,88,-3.168683297,360,360,1631,0.6,157.7,2+3,1
2012/7/19,2:50,3484.8,3484.8,0,88,-3.113509275,208,360,1631,0.0006,100,2+3,1
2012/7/19,6:25,2865.6,2865.6,0,88,-3.113509275,360,360,1631,0.0006,100,2+3,1
2012/7/19,5:30,0.8,0.8,0,88,-3.113509275,360,360,1631,0,100,2,0
2012/7/19,5:30,14,14,0,88,-3.113509275,360,360,1631,0,96.7,3,0
2012/7/23,2:30,1150,1150,0,132,,360,360,2003,0.00002,96.7,2,0
2012/7/23,8:00,825,825,0,132,-4.091514981,310.7073171,360,2003,0.02,167.7,2+3,1
2012/7/23,15:45,360,360,0,132,,214,360,2003,0.000015,96.7,2+3,1
2012/7/23,9:05,5025.6,5025.6,0,132,,34,360,2003,0.00002,96.7,2+3,1
2012/7/23,10:00,3110.4,3110.4,0,132,,34,360,2003,0.00002,96.7,2+3,1
2012/7/23,2:30,19.2,19.2,0,-78,-4.698970004,360,360,2003,0,96.7,2,0
2012/7/23,2:30,4,4,0,-78,-4.698970004,345,84,2003,0,112.3,3,0
2012/8/12,16:20,0.7,0.7,0,-5,-5.102372909,345,84,182,0,112.3,2,0
2012/8/12,16:20,5,5,0,-5,-5.102372909,360,360,182,0,94.2,3,0
2012/8/21,20:30,1.5,1.5,0,,-5.443697499,360,360,1024,0,94.2,2,0
2012/8/21,20:30,4,4,0,,-5.443697499,109,92,1024,0,94.8,3,0
2012/8/22,2:00,5.8,5.8,0,-41,-5.48148606,360,360,542,0,130.5,2,0
2012/8/31,20:00,225,225,0,-59,-4.091514981,360,360,1442,0.0004,130.5,2,0
2012/8/31,20:00,3.8,3.8,0,-42,-4.075720714,360,360,1442,0,130.5,2,0
2012/8/31,20:00,34,34,0,-42,-4.075720714,360,360,1442,0,128.6,3,0
2012/9/1,1:25,1165,1165,0,-59,-4.431798276,88,360,1442,0.4,196.6,2,1
2012/9/1,9:20,5169.6,5169.6,0,-59,-4.091514981,347,360,1442,0,145.6,2,1
2012/9/2,0:50,3556.8,3556.8,0,,-4.091514981,42,,,0,142.3,2,1
2012/9/8,9:45,2,2,0,29,-6,360,360,734,0,128.6,2,0
2012/9/8,9:45,3,3,0,29,-6,360,360,734,0,109.8,3,0
2012/9/19,15:35,0.9,0.9,0,*69,-4.585026652,360,360,525,0,117.4,2,0
2012/9/20,15:10,7.8,7.8,0,23,-6,360,360,1202,0,117.4,2,0
2012/9/20,15:10,10,10,0,23,-6,360,360,1202,0,133.2,3,0
2012/9/21,6:40,103,0,103,-134,,360,360,639,0.0108,116.9,4,0
2012/9/27,23:55,620,620,0,34,-4.431798276,360,360,947,0.00025,133.2,2,0
2012/9/27,10:30,5.8,5.8,0,,-5.124938737,360,360,1319,0,133.2,2,0
2012/9/27,10:30,8,8,0,,-5.124938737,,,1319,0,133.2,3,0
2012/9/27,23:55,10.3,10.3,0,34,-4.431798276,,,947,0,133.2,2,0
2012/9/27,23:55,1,1,0,34,-4.431798276,360,360,947,0,137.8,3,0
2012/9/28,1:20,205,205,0,34,-3.958607315,360,360,947,0.25,154.1,2+3,1
2012/9/28,1:35,2232,2232,0,34,-4.431798276,360,360,1179,0,137.8,2+3,1
2012/9/28,1:35,2289.6,2289.6,0,34,-4.431798276,360,360,1179,0,137.8,2+3,1
2012/9/28,10:20,0.4,0.4,0,30,-6,360,360,768,0,137.8,2,0
2012/9/28,10:20,5,5,0,30,-6,360,360,768,0,132.1,3,0
2012/10/14,0:40,0.6,0.6,0,-27,-4.823908741,360,360,987,0,132.1,2,0
2012/10/14,0:40,4,4,0,-27,-4.823908741,242,200,987,0,155.5,3,0
2012/10/22,1:50,565,565,0,-76,-3.886056648,83,243,496,0.0002,155.5,2,0
2012/10/22,1:50,9.4,9.4,0,-73,-4.795880017,360,360,304,0,126.7,2,0
2012/11/23,23:15,2.2,2.2,0,29,-5,66,231,304,0,95.5,2,0
2012/12/5,1:30,0.3,0.3,0,-65,-4.769551079,360,360,963,0,98.7,2,0
2013/1/16,22:00,210,210,0,64,-4.657577319,211,250,648,0.0002,137.1,2,0
2013/2/26,10:20,1.4,1.4,0,76,-5.167491087,360,360,987,0,118.4,2,0
2013/3/5,3:30,15,15,0,57,-3.920818754,360,360,1316,0,118.4,2,0
2013/3/5,3:30,13,13,0,57,-3.920818754,360,360,1316,0,114.3,3,0
2013/3/6,14:00,8,8,0,57,-5.050609993,360,360,111,0,123.1,2,0
2013/3/15,7:00,870,870,0,-12,-3.958607315,360,360,1063,0.0001,123.1,2,0
2013/3/15,19:40,1100,1100,0,-12,-3.187086643,360,360,1063,0.1,197.8,2+3,1
2013/3/15,7:00,14.5,14.5,0,-6,-3.958607315,360,360,1063,0,123.1,2,0
2013/3/15,7:00,4,4,0,-6,-3.958607315,116,9,1063,0,98.2,3,0
2013/3/16,3:35,2649.6,2649.6,0,-12,-3.958607315,20,360,1063,0,126,2,1
2013/3/16,3:50,2606.4,2606.4,0,,-3.958607315,20,360,1063,0,126,2,1
2013/3/23,5:00,45,0,45,139,,360,360,828,0.009,98.2,4,0
2013/3/23,1:30,11.5,11.5,0,59,-5.26760624,116,9,436,0,98.2,2,0
2013/3/23,1:30,5,5,0,59,-5.26760624,229,177,436,0,98.2,3,0
2013/3/23,12:30,3.5,3.5,0,66,-5.167491087,360,360,663,0,137.1,2,0
2013/4/11,7:10,470,470,0,-12,-3.187086643,360,360,861,0.0002,137.1,2,0
2013/4/11,8:25,500,500,0,-12,-2.920818754,360,360,861,0.2,153.3,2,1
2013/4/11,9:15,4219.2,4219.2,0,-12,-3.187086643,360,360,861,0.0002,137.1,2+3,1
2013/4/11,9:20,1972.8,1972.8,0,-12,-3.187086643,360,360,861,0.0002,137.1,2+3,1
2013/4/11,7:10,7.8,7.8,0,-13,-3.187086643,360,360,861,0,137.1,2,0
2013/4/11,7:10,4,4,0,-13,-3.187086643,284,199,861,0,105,3,0
2013/4/18,18:00,70,70,0,83,-4.187086643,284,199,495,0.004,105,2,0
2013/4/18,18:00,1.2,1.2,0,88,-4.187086643,284,199,495,0,105,2,0
2013/4/18,18:00,18,18,0,88,-4.187086643,80,50,495,0,159.2,3,0
2013/4/21,20:25,107,107,0,53,-4.568636236,255,212,562,0.0017,109.3,2,0
2013/4/25,8:35,67,0,67,127,,312,177,798,0.0063,119.2,4,0
2013/5/1,2:50,0.3,0.3,0,35,-4.017728767,80,50,762,0,159.2,2,0
2013/5/1,2:50,7,7,0,35,-4.017728767,360,360,762,0,150.3,3,0
2013/5/13,2:20,40,40,0,-90,-2.769551079,360,360,1270,0.002,150.3,2,0
2013/5/13,16:15,175,175,0,-85,-2.769551079,360,360,1850,0.0003,150.3,2,0
2013/5/13,5:15,36,0,36,165,-2.552841969,360,360,1040,0.0103,150.3,4,0
2013/5/13,2:20,0.7,0.7,0,-89,-2.769551079,360,360,1270,0,150.3,2,0
2013/5/13,2:20,2,2,0,-89,-2.769551079,360,360,1270,0,150.3,3,0
2013/5/13,16:15,2.9,2.9,0,-89,-2.552841969,360,360,1850,0.016,150.3,2,0
2013/5/13,16:15,27,27,0,-89,-2.552841969,360,360,1850,0.016,145.6,3,0
2013/5/14,1:16,424,424,0,-77,-2.494850022,360,360,2625,0.00024,147.9,2,0
2013/5/14,10:45,80,0,80,-151,-2.494850022,360,360,1405,0.0075,147.9,4,0
2013/5/15,1:49,368,368,0,-64,-2.920818754,360,360,1366,0.00023,145.6,2,0
2013/5/15,6:35,3045,3045,0,-64,-3.301029996,101,360,1366,0.23,218.2,2,1
2013/5/15,10:00,7891.2,7891.2,0,-64,-2.920818754,307,360,1366,0.00023,145.6,2,1
2013/5/15,9:15,2044.8,2044.8,0,-64,-2.920818754,307,360,1366,0.00023,145.6,2,1
2013/5/15,13:25,3115,3115,0,-64,-2.920818754,143,360,1366,0.00002,147.3,2,1
2013/5/15,4:03,3,3,0,,-2.920818754,360,360,1366,,133.4,2,0
2013/5/22,13:10,2450,2450,0,70,-3.301029996,360,360,1466,0.00015,133.4,2,0
2013/5/22,14:20,990,990,0,70,-3.537602002,308,360,1466,0.15,131.2,2+3,1
2013/5/22,14:20,3355.2,3355.2,0,70,-3.301029996,360,360,1466,0.00015,133.4,2+3,1
2013/5/22,14:20,990,990,0,70,-3.301029996,360,360,1466,0.000002,133.4,2+3,1
2013/5/22,13:10,35.8,35.8,0,,-3.301029996,360,360,1466,0.016,133.4,2,0
2013/5/22,13:10,26,26,0,,-3.301029996,,,1466,0.016,,3,0
2013/6/21,3:35,100,100,0,-73,-3.537602002,123,207,1900,0.002,133.2,2,0
2013/6/23,8:30,1010,1010,0,-73,-4.886056648,34,207,1900,2,122.5,2,1
2013/6/23,20:14,546,546,0,-73,-3.537602002,132,207,1900,0.00002,128.2,2,1
2013/6/28,1:53,93,93,0,19,-4.356547324,360,360,1037,0.0004,101,2,0
2013/7/4,20:57,30,30,0,-62,-4.167491087,111,188,468,0.0029,137.7,2,0
2013/8/6,2:01,10,10,0,-25,-5.346787486,48,207,441,0.011,103.9,2,0
2013/8/17,20:25,400,400,0,30,-3.853871964,360,360,1202,0.00015,149.7,2,0
2013/8/30,2:34,1526,1526,0,-46,-4.080921908,360,360,949,0.00005,107.5,2,0
2013/9/6,22:29,5,5,0,-104,,90,182,734,0.002,101.3,2,0
2013/9/29,21:53,1387,1387,0,29,-4.886056648,360,360,1179,0.00006,103.1,2,0
2013/9/30,0:25,1180,1180,0,29,-3.168683297,75,360,1179,0.06,145,2,1
2013/10/2,20:46,24,24,0,85,-4.920818754,309,263,619,0.0052,108.1,2,0
2013/10/5,7:00,466,466,0,-118,,360,360,964,0.0002,105.9,2,0
2013/10/11,7:23,260,260,0,-103,,360,360,1200,0.0001,129,2,0
2013/10/13,18:47,628,628,0,29,,220,83,293,0.0006,129.3,2,0
2013/10/22,21:33,35,35,0,1,-3.37675071,360,360,459,0.00065,146.3,2,0
2013/10/25,15:08,444,444,0,-69,-2.677780705,360,360,1081,0.0002,161.4,2,0
2013/10/26,3:01,59,59,0,44,-4.346787486,271,208,473,0.0002,171.8,2,0
2013/10/26,9:34,36,36,0,49,-3.886056648,286,141,460,0.005,171.8,2,0
2013/10/27,18:12,24,24,0,70,-4.040958608,308,189,795,0.0017,166.9,2,0
2013/10/28,4:41,430,430,0,71,-3.292429824,315,156,1201,0.0002,159.9,2,0
2013/10/28,15:24,5,5,0,-28,-3.356547324,360,360,812,0.009,159.9,2,0
2013/11/2,18:05,63,0,63,125,,360,360,1118,0.011,141.6,4,0
2013/11/2,10:40,52,0,52,-101,,124,360,1101,0.0027,141.6,4,0
2013/11/4,5:10,170,170,0,165,,360,360,1040,0.00045,147.3,2,0
2013/11/4,12:55,250,0,250,169,,229,177,663,0.009,147.3,4,0
2013/11/7,10:26,614,614,0,-151,,360,360,1405,0.0001,148,2,0
2013/11/7,0:45,35,0,35,149,,232,161,392,0.004,148,4,0
2013/11/19,10:39,581,581,0,70,-3,360,360,740,0.0001,152.9,2,0
2013/11/29,22:18,662,662,0,183,,251,188,465,0.0001,128.5,2,0
2013/12/5,12:45,15,15,0,-119,,133,148,549,0.0016,149.6,2,0
2013/12/5,20:48,47,47,0,11.0059453,,293.0108565,275.6763285,1151.432854,0.0025,149.6,2,0
2013/12/7,7:43,53,53,0,49,-3.920818754,360,360,1085,0.003,156.9,2,0
2013/12/12,3:55,1055,1055,0,46,-4.337242168,214,276,1002,0.00007,164.8,2,0
2013/12/20,8:23,301,301,0,93,,255,26,337,0.0004,149.2,2,0
2013/12/28,17:31,34,34,0,125,,360,360,1118,0.0005,134.5,2,0
2013/12/28,2:25,38,0,38,-89,,360,360,1270,0.0046,134.5,4,0
2013/12/28,19:00,255,255,500,125,-4.677780705,310.7073171,360,1118,0.5,198.2,2+4,1
2013/12/31,1:30,47,0,47,-77,,293.0108565,360,2625,0.009,145.3,4,0
2014/1/4,17:41,66,66,0,11.0059453,,293.0108565,275.6763285,1151.432854,0.0001,262,2,0
2014/1/4,19:03,837,837,0,11.0059453,,293.0108565,275.6763285,1151.432854,0.0001,262,2,0
2014/1/4,16:35,32,0,32,-58,-1.552841969,360,360,1087,0.0079,262,4,0
2014/1/6,7:57,873,873,0,112,,360,360,1402,0.00008,203.9,2,0
2014/1/6,19:50,196,0,196,-34,-3.823908741,360,360,977,0.0067,203.9,4,0
2014/1/6,8:15,465,465,94,112,-2.920818754,360,360,1402,0.08,160.3,2+4,1
2014/1/7,18:27,1593,1593,0,11,-2.920818754,360,360,1830,0.00006,237.1,2,0
2014/1/7,8:20,37,0,37,112,-2.920818754,360,360,1402,0.0092,237.1,4,0
2014/1/7,19:55,1305,1305,961,11,-3.522878745,360,360,1830,0.06,179.2,2+4,1
2014/1/20,22:24,12,12,0,-67,-4.443697499,360,360,721,0.008,137.4,2,0
2014/1/30,18:34,102,0,102,11,,360,360,1830,0.0071,160.5,4,0
2014/2/12,23:00,68,0,68,124,-3.508638306,360,360,872,0.0071,160.1,4,0
2014/2/14,8:55,62,0,62,142,-4.017728767,360,360,1165,0.0091,166.6,4,0
2014/2/18,2:16,35,35,0,43,,360,360,779,0.0009,151.4,2,0
2014/2/19,5:00,55,0,55,-153,,360,360,612,0.0136,157.7,4,0
2014/2/20,8:05,24,24,0,73,-3.744727495,360,360,948,0.0077,156.4,2,0
2014/2/20,3:20,60,0,60,-143,-3.522878745,360,207,993,0.011,156.4,4,0
2014/2/20,8:15,70,70,84,73,-2.30980392,360,360,948,7.7,143.1,2+4,1
2014/2/20,8:50,45,45,92,73,-3.522878745,360,360,948,0.02,156.4,2+4,1
2014/2/21,16:10,0,0,0,-121,,360,360,1252,0.014,156.8,4,0
2014/2/25,0:56,632,632,0,-82,-2.30980392,360,360,2147,0.0001,173.9,2,0
2014/2/25,3:50,1220,1220,0,-82,-3.13667714,360,360,2147,0.1,191.9,2,1
2014/3/4,18:24,106,106,0,170,,360,360,794,0.002,158,2,0
2014/3/5,13:33,217,217,0,-180,,360,360,828,0.0005,149.1,2,0
2014/3/25,7:52,218,218,0,130,,261,223,651,0.0004,152.8,2,0
2014/3/29,0:12,36,36,0,23,-3.585026652,325,138,514,0.0022,142.7,2,0
2014/3/29,17:59,959,959,0,152,,360,360,528,0.0002,142.7,2,0
2014/4/2,13:42,1108,1108,0,-53,-3.187086643,360,360,1471,0.00006,154.7,2,0
2014/4/2,18:49,711,711,0,-60,-4.27572413,293.0108565,275.6763285,1151.432854,0.0002,154.7,2,0
2014/4/4,14:02,5,5,0,-26,-4.080921908,54,96,467,0.011,156.9,2,0
2014/4/18,13:05,585,585,0,34,-3.13667714,360,360,1203,0.00015,172.3,2,0
2014/4/18,13:40,790,790,0,34,-2.795880017,360,360,1203,0.15,217.9,2,1
2014/5/7,16:24,414,414,0,100,,360,360,923,0.0002,145.9,2,0
2014/5/8,3:21,125,125,0,108,,360,360,847,0.0011,148.1,2,0
2014/5/9,2:40,110,110,0,122,,360,360,1099,0.0005,152.3,2,0
2014/5/10,4:32,245,245,0,136,,360,360,1086,0.0004,152.1,2,0
2014/5/10,4:55,28,0,28,136,,360,360,1086,0.0095,152.1,4,0
2014/6/10,12:58,122,122,0,-82,-2.823908741,360,360,1469,0.001,166.2,2,0
2014/6/12,22:14,21,21,0,55,-3.508638306,233,186,684,0.006,174.5,2,0
2014/6/15,7:35,74,0,74,91,-2.455931956,284,62,523,0.0045,130.2,4,0
2014/7/30,7:44,16,16,0,-30,-4.823908741,13,254,700,0.0045,151.9,2,0
2014/8/1,18:58,602,602,0,-11,-3.823908741,360,360,789,0.00015,168.4,2,0
2014/8/22,10:37,41,41,0,-1,-4.657577319,360,360,600,0.006,126.4,2,0
2014/8/25,15:20,42,42,0,36,-3.698970004,360,360,555,0.004,151.5,2,0
2014/8/25,20:43,17,17,0,43,-3.408935393,273,177,711,0.0072,151.5,2,0
2014/8/28,17:05,303,303,0,-162,,360,360,766,0.0006,118.6,2,0
2014/8/28,17:55,54,0,54,-162,,277,360,766,0.0114,118.6,4,0
2014/9/1,11:12,533,533,0,-127,,360,360,1901,0.00015,126.6,2,0
2014/9/1,11:35,96,0,96,-127,,360,360,1901,0.0066,126.6,4,0
2014/9/1,16:15,63,0,63,-109,,91,92,846,0.0095,126.6,4,0
2014/9/1,22:30,23,0,23,-113,,360,360,1404,0.0051,126.6,4,0
2014/9/9,0:05,775,775,0,-29,-3.346787486,360,360,920,0.0001,159.3,2,0
2014/9/9,18:08,121,0,121,-2,-3.346787486,360,360,1267,0.0119,159.3,4,0
2014/9/10,17:45,1095,1095,0,-2,-2.795880017,360,360,1267,0.0001,174.6,2,0
2014/9/10,7:50,110,0,110,-148,-2.795880017,360,360,773,0.0123,174.6,4,0
2014/9/10,21:35,2180,2180,2000,-2,-3.168683297,360,360,1267,0.1,159.1,2+4,1
2014/9/20,5:10,20,20,0,89,,292,87,426,0.0097,119.1,2,0
2014/9/22,6:13,37,37,0,142,,342,252,618,0.0049,135.8,2,0
2014/9/23,23:41,6,6,0,-33,,109,134,331,0.012,138.2,2,0
2014/9/23,0:35,119,0,119,-29,-3.638272164,360,360,920,0.0079,138.2,4,0
2014/9/24,20:54,174,174,0,-179,,360,360,1350,0.0005,144.7,2,0
2014/10/2,21:34,22,22,0,82,-3.13667714,264,159,513,0.0019,149,2,0
2014/10/10,18:11,22,22,0,51,-4.522878745,309,210,782,0.0015,120.8,2,0
2014/10/21,12:33,28,28,0,-36,-4.356547324,152,142,260,0.0089,199,2,0
2014/11/1,13:55,1155,1155,0,79,-3.920818754,310.7073171,160,740,0.85868323,201.7,2,1
2014/11/8,16:57,21,21,0,90,,305,141,426,0.0078,132,2,0
2014/12/13,14:27,24,24,0,143,,360,360,2222,0.0039,159.8,2,0
2014/12/17,4:09,10,10,0,-33,-3.958607315,107,108,869,0.0021,198.5,2,0
2014/12/17,5:00,9,9,0,-9,-3.060480747,360,360,587,0.0115,198.5,2,0
2014/12/18,22:31,23,23,0,-15,-3.161150909,360,360,1195,0.0013,213.2,2,0
2014/12/21,12:05,23,23,0,25,-4,360,360,669,0.0074,205.8,2,0
2015/3/3,2:33,4,4,0,90,-3.086186148,329,213,764,0.0036,125.1,2,0
2015/3/6,8:00,210,210,0,-87,-3.823908741,83,155,880,0.0002,127.4,2,0
2015/3/10,0:10,17,17,0,-45,-3.236572006,360,360,995,0.0062,120.9,2,0
2015/3/11,10:30,260,260,0,-23,-3.585026652,62,93,530,0.00025,131.7,2,0
2015/3/24,9:00,167,167,0,90,,360,360,1794,0.0004,133,2,0
2015/4/26,3:21,12,12,0,90,,360,360,820,0.0046,118.5,2,0
2015/5/5,22:24,50,50,0,-79,-2.568636236,360,360,715,0.0005,127.8,2,0
2015/5/12,3:00,4,4,0,92,-4.585026652,286,250,772,0.0064,163.2,2,0
2015/6/9,20:23,132,132,0,-25,-4.552841969,77,262,1036,0.0002,136.5,2,0
2015/6/14,5:26,15,15,0,34,-4.229147988,199,195,1228,0.00125,131.7,2,0
2015/6/18,17:42,118,118,0,-50,-3.522878745,360,360,1305,0.0005,150.8,2,0
2015/6/18,4:35,610,610,0,81,-3.585026652,67,195,1714,0.85868323,154.7,2,1
